nu_cm1,S_cm3_per_mol_x1e20,xfac,tdep_exp
2574.0,7.441000e-09,1.507200,0.000000e+00
2576.0,7.175000e-09,1.503700,0.000000e+00
2578.0,6.921000e-09,1.500200,0.000000e+00
2580.0,6.677000e-09,1.496600,0.000000e+00
2582.0,6.444000e-09,1.492900,0.000000e+00
2584.0,6.221000e-09,1.489000,0.000000e+00
2586.0,6.008000e-09,1.485100,0.000000e+00
2588.0,5.803000e-09,1.481100,0.000000e+00
2590.0,5.607000e-09,1.477100,0.000000e+00
2592.0,5.419000e-09,1.472900,0.000000e+00
2594.0,5.239000e-09,1.468600,0.000000e+00
2596.0,5.066000e-09,1.464300,0.000000e+00
2598.0,4.900000e-09,1.459900,0.000000e+00
2600.0,4.740000e-09,1.455500,0.000000e+00
2602.0,4.587000e-09,1.450900,0.000000e+00
2604.0,4.440000e-09,1.446300,0.000000e+00
2606.0,4.299000e-09,1.441700,0.000000e+00
2608.0,4.163000e-09,1.437000,0.000000e+00
2610.0,4.033000e-09,1.432200,0.000000e+00
2612.0,3.907000e-09,1.427400,0.000000e+00
2614.0,3.787000e-09,1.422500,0.000000e+00
2616.0,3.671000e-09,1.417600,0.000000e+00
2618.0,3.559000e-09,1.412600,0.000000e+00
2620.0,3.451000e-09,1.407600,0.000000e+00
2622.0,3.347000e-09,1.402500,0.000000e+00
2624.0,3.247000e-09,1.397400,0.000000e+00
2626.0,3.151000e-09,1.392300,0.000000e+00
2628.0,3.058000e-09,1.387200,0.000000e+00
2630.0,2.969000e-09,1.382000,0.000000e+00
2632.0,2.883000e-09,1.376800,0.000000e+00
2634.0,2.799000e-09,1.371600,0.000000e+00
2636.0,2.719000e-09,1.366300,0.000000e+00
2638.0,2.642000e-09,1.361100,0.000000e+00
2640.0,2.567000e-09,1.355800,0.000000e+00
2642.0,2.495000e-09,1.350500,0.000000e+00
2644.0,2.425000e-09,1.345200,0.000000e+00
2646.0,2.357000e-09,1.340000,0.000000e+00
2648.0,2.292000e-09,1.334700,0.000000e+00
2650.0,2.229000e-09,1.329400,0.000000e+00
2652.0,2.169000e-09,1.324100,0.000000e+00
2654.0,2.110000e-09,1.318800,0.000000e+00
2656.0,2.053000e-09,1.313500,0.000000e+00
2658.0,1.998000e-09,1.308300,0.000000e+00
2660.0,1.945000e-09,1.303000,0.000000e+00
2662.0,1.893000e-09,1.297800,0.000000e+00
2664.0,1.843000e-09,1.292600,0.000000e+00
2666.0,1.795000e-09,1.287400,0.000000e+00
2668.0,1.748000e-09,1.282200,0.000000e+00
2670.0,1.703000e-09,1.277100,0.000000e+00
2672.0,1.659000e-09,1.272000,0.000000e+00
2674.0,1.617000e-09,1.266900,0.000000e+00
2676.0,1.576000e-09,1.261800,0.000000e+00
2678.0,1.536000e-09,1.256800,0.000000e+00
2680.0,1.497000e-09,1.251800,0.000000e+00
2682.0,1.460000e-09,1.246800,0.000000e+00
2684.0,1.424000e-09,1.241900,0.000000e+00
2686.0,1.388000e-09,1.237000,0.000000e+00
2688.0,1.354000e-09,1.232200,0.000000e+00
2690.0,1.321000e-09,1.227400,0.000000e+00
2692.0,1.289000e-09,1.222700,0.000000e+00
2694.0,1.258000e-09,1.218000,0.000000e+00
2696.0,1.227000e-09,1.213300,0.000000e+00
2698.0,1.198000e-09,1.208700,0.000000e+00
2700.0,1.169000e-09,1.204100,0.000000e+00
2702.0,1.142000e-09,1.199600,0.000000e+00
2704.0,1.115000e-09,1.195200,0.000000e+00
2706.0,1.088000e-09,1.190700,0.000000e+00
2708.0,1.063000e-09,1.186400,0.000000e+00
2710.0,1.038000e-09,1.182100,0.000000e+00
2712.0,1.014000e-09,1.177800,0.000000e+00
2714.0,9.908000e-10,1.173700,0.000000e+00
2716.0,9.681000e-10,1.169500,0.000000e+00
2718.0,9.460000e-10,1.165400,0.000000e+00
2720.0,9.246000e-10,1.161400,0.000000e+00
2722.0,9.037000e-10,1.157500,0.000000e+00
2724.0,8.834000e-10,1.153600,0.000000e+00
2726.0,8.636000e-10,1.149700,0.000000e+00
2728.0,8.444000e-10,1.146000,0.000000e+00
2730.0,8.257000e-10,1.142200,0.000000e+00
2732.0,8.074000e-10,1.138600,0.000000e+00
2734.0,7.897000e-10,1.135000,0.000000e+00
2736.0,7.724000e-10,1.131400,0.000000e+00
2738.0,7.556000e-10,1.128000,0.000000e+00
2740.0,7.393000e-10,1.124600,0.000000e+00
2742.0,7.233000e-10,1.121200,0.000000e+00
2744.0,7.078000e-10,1.117900,0.000000e+00
2746.0,6.927000e-10,1.114700,0.000000e+00
2748.0,6.779000e-10,1.111500,0.000000e+00
2750.0,6.636000e-10,1.108400,0.000000e+00
2752.0,6.496000e-10,1.105300,0.000000e+00
2754.0,6.359000e-10,1.102400,0.000000e+00
2756.0,6.226000e-10,1.099400,0.000000e+00
2758.0,6.097000e-10,1.096600,0.000000e+00
2760.0,5.970000e-10,1.093800,0.000000e+00
2762.0,5.847000e-10,1.091000,0.000000e+00
2764.0,5.727000e-10,1.088300,0.000000e+00
2766.0,5.610000e-10,1.085700,0.000000e+00
2768.0,5.495000e-10,1.083100,0.000000e+00
2770.0,5.384000e-10,1.080600,0.000000e+00
2772.0,5.275000e-10,1.078100,0.000000e+00
2774.0,5.169000e-10,1.075700,0.000000e+00
2776.0,5.065000e-10,1.073400,0.000000e+00
2778.0,4.964000e-10,1.071100,0.000000e+00
2780.0,4.865000e-10,1.068800,0.000000e+00
2782.0,4.769000e-10,1.066700,0.000000e+00
2784.0,4.675000e-10,1.064500,0.000000e+00
2786.0,4.583000e-10,1.062400,0.000000e+00
2788.0,4.493000e-10,1.060400,0.000000e+00
2790.0,4.406000e-10,1.058400,0.000000e+00
2792.0,4.320000e-10,1.056500,0.000000e+00
2794.0,4.236000e-10,1.054600,0.000000e+00
2796.0,4.155000e-10,1.052800,0.000000e+00
2798.0,4.075000e-10,1.051000,0.000000e+00
2800.0,3.997000e-10,1.049300,0.000000e+00
2802.0,3.921000e-10,1.047600,0.000000e+00
2804.0,3.846000e-10,1.046000,0.000000e+00
2806.0,3.774000e-10,1.044400,0.000000e+00
2808.0,3.703000e-10,1.042900,0.000000e+00
2810.0,3.633000e-10,1.041400,0.000000e+00
2812.0,3.565000e-10,1.039900,0.000000e+00
2814.0,3.499000e-10,1.038500,0.000000e+00
2816.0,3.434000e-10,1.037100,0.000000e+00
2818.0,3.370000e-10,1.035800,0.000000e+00
2820.0,3.308000e-10,1.034500,0.000000e+00
2822.0,3.248000e-10,1.033200,0.000000e+00
2824.0,3.188000e-10,1.032000,0.000000e+00
2826.0,3.130000e-10,1.030800,0.000000e+00
2828.0,3.073000e-10,1.029600,0.000000e+00
2830.0,3.018000e-10,1.028500,0.000000e+00
2832.0,2.963000e-10,1.027500,0.000000e+00
2834.0,2.910000e-10,1.026400,0.000000e+00
2836.0,2.858000e-10,1.025400,0.000000e+00
2838.0,2.807000e-10,1.024400,0.000000e+00
2840.0,2.757000e-10,1.023500,0.000000e+00
2842.0,2.708000e-10,1.022600,0.000000e+00
2844.0,2.660000e-10,1.021700,0.000000e+00
2846.0,2.613000e-10,1.020800,0.000000e+00
2848.0,2.567000e-10,1.020000,0.000000e+00
2850.0,2.523000e-10,1.019200,0.000000e+00
2852.0,2.479000e-10,1.018400,0.000000e+00
2854.0,2.436000e-10,1.017700,0.000000e+00
2856.0,2.393000e-10,1.017000,0.000000e+00
2858.0,2.352000e-10,1.016300,0.000000e+00
2860.0,2.312000e-10,1.015600,0.000000e+00
2862.0,2.272000e-10,1.015000,0.000000e+00
2864.0,2.233000e-10,1.014300,0.000000e+00
2866.0,2.195000e-10,1.013700,0.000000e+00
2868.0,2.158000e-10,1.013200,0.000000e+00
2870.0,2.121000e-10,1.012600,0.000000e+00
2872.0,2.086000e-10,1.012100,0.000000e+00
2874.0,2.051000e-10,1.011600,0.000000e+00
2876.0,2.016000e-10,1.011100,0.000000e+00
2878.0,1.983000e-10,1.010600,0.000000e+00
2880.0,1.950000e-10,1.010100,0.000000e+00
2882.0,1.917000e-10,1.009700,0.000000e+00
2884.0,1.886000e-10,1.009200,0.000000e+00
2886.0,1.855000e-10,1.008800,0.000000e+00
2888.0,1.824000e-10,1.008400,0.000000e+00
2890.0,1.794000e-10,1.008100,0.000000e+00
2892.0,1.765000e-10,1.007700,0.000000e+00
2894.0,1.736000e-10,1.007400,0.000000e+00
2896.0,1.708000e-10,1.007000,0.000000e+00
2898.0,1.680000e-10,1.006700,0.000000e+00
2900.0,1.653000e-10,1.006400,0.000000e+00
2902.0,1.627000e-10,1.006100,0.000000e+00
2904.0,1.601000e-10,1.005800,0.000000e+00
2906.0,1.575000e-10,1.005500,0.000000e+00
2908.0,1.550000e-10,1.005300,0.000000e+00
2910.0,1.525000e-10,1.005000,0.000000e+00
2912.0,1.501000e-10,1.004800,0.000000e+00
2914.0,1.478000e-10,1.004600,0.000000e+00
2916.0,1.454000e-10,1.004300,0.000000e+00
2918.0,1.431000e-10,1.004100,0.000000e+00
2920.0,1.409000e-10,1.003900,0.000000e+00
2922.0,1.387000e-10,1.003700,0.000000e+00
2924.0,1.366000e-10,1.003600,0.000000e+00
2926.0,1.344000e-10,1.003400,0.000000e+00
2928.0,1.324000e-10,1.003200,0.000000e+00
2930.0,1.303000e-10,1.003000,0.000000e+00
2932.0,1.283000e-10,1.002900,0.000000e+00
2934.0,1.264000e-10,1.002700,0.000000e+00
2936.0,1.244000e-10,1.002600,0.000000e+00
2938.0,1.225000e-10,1.002500,0.000000e+00
2940.0,1.207000e-10,1.002300,0.000000e+00
2942.0,1.189000e-10,1.002200,0.000000e+00
2944.0,1.171000e-10,1.002100,0.000000e+00
2946.0,1.153000e-10,1.002000,0.000000e+00
2948.0,1.136000e-10,1.001900,0.000000e+00
2950.0,1.119000e-10,1.001800,0.000000e+00
2952.0,1.102000e-10,1.001700,0.000000e+00
2954.0,1.086000e-10,1.001600,0.000000e+00
2956.0,1.070000e-10,1.001500,0.000000e+00
2958.0,1.054000e-10,1.001400,0.000000e+00
2960.0,1.039000e-10,1.001400,0.000000e+00
2962.0,1.023000e-10,1.001300,0.000000e+00
2964.0,1.008000e-10,1.001200,0.000000e+00
2966.0,9.937000e-11,1.001100,0.000000e+00
2968.0,9.793000e-11,1.001100,0.000000e+00
2970.0,9.651000e-11,1.001000,0.000000e+00
2972.0,9.512000e-11,1.001000,0.000000e+00
2974.0,9.375000e-11,1.000900,0.000000e+00
2976.0,9.241000e-11,1.000900,0.000000e+00
2978.0,9.109000e-11,1.000800,0.000000e+00
2980.0,8.979000e-11,1.000700,0.000000e+00
2982.0,8.852000e-11,1.000600,0.000000e+00
2984.0,8.726000e-11,1.000500,0.000000e+00
2986.0,8.603000e-11,1.000400,0.000000e+00
2988.0,8.483000e-11,1.000300,0.000000e+00
2990.0,8.364000e-11,1.000200,0.000000e+00
2992.0,8.247000e-11,1.000100,0.000000e+00
2994.0,8.132000e-11,1.000000,0.000000e+00
2996.0,8.020000e-11,1.000000,0.000000e+00
2998.0,7.909000e-11,1.000000,0.000000e+00
3000.0,7.800000e-11,1.000000,0.000000e+00
3002.0,7.693000e-11,1.000000,0.000000e+00
3004.0,7.588000e-11,1.000000,0.000000e+00
3006.0,7.485000e-11,1.000000,0.000000e+00
3008.0,7.384000e-11,1.000000,0.000000e+00
3010.0,7.284000e-11,1.000000,0.000000e+00
3012.0,7.186000e-11,1.000000,0.000000e+00
3014.0,7.090000e-11,1.000000,0.000000e+00
3016.0,6.995000e-11,1.000000,0.000000e+00
3018.0,6.902000e-11,1.000000,0.000000e+00
3020.0,6.811000e-11,1.000000,0.000000e+00
3022.0,6.721000e-11,1.000000,0.000000e+00
3024.0,6.633000e-11,1.000000,0.000000e+00
3026.0,6.546000e-11,1.000000,0.000000e+00
3028.0,6.461000e-11,1.000000,0.000000e+00
3030.0,6.377000e-11,1.000000,0.000000e+00
3032.0,6.295000e-11,1.000000,0.000000e+00
3034.0,6.214000e-11,1.000000,0.000000e+00
3036.0,6.135000e-11,1.000000,0.000000e+00
3038.0,6.057000e-11,1.000000,0.000000e+00
3040.0,5.980000e-11,1.000000,0.000000e+00
3042.0,5.905000e-11,1.000000,0.000000e+00
3044.0,5.831000e-11,1.000000,0.000000e+00
3046.0,5.758000e-11,1.000000,0.000000e+00
3048.0,5.687000e-11,1.000000,0.000000e+00
3050.0,5.617000e-11,1.000000,0.000000e+00
3052.0,5.548000e-11,1.000000,0.000000e+00
3054.0,5.481000e-11,1.000000,0.000000e+00
3056.0,5.415000e-11,1.000000,0.000000e+00
3058.0,5.350000e-11,1.000000,0.000000e+00
3060.0,5.286000e-11,1.000000,0.000000e+00
3062.0,5.224000e-11,1.000000,0.000000e+00
3064.0,5.163000e-11,1.000000,0.000000e+00
3066.0,5.103000e-11,1.000000,0.000000e+00
3068.0,5.045000e-11,1.000000,0.000000e+00
3070.0,4.989000e-11,1.000000,0.000000e+00
3072.0,4.934000e-11,1.000000,0.000000e+00
3074.0,4.881000e-11,1.000000,0.000000e+00
3076.0,4.830000e-11,1.000000,0.000000e+00
3078.0,4.781000e-11,1.000000,0.000000e+00
3080.0,4.734000e-11,1.000000,0.000000e+00
3082.0,4.689000e-11,1.000000,0.000000e+00
3084.0,4.646000e-11,1.000000,0.000000e+00
3086.0,4.605000e-11,1.000000,0.000000e+00
3088.0,4.565000e-11,1.000000,0.000000e+00
3090.0,4.527000e-11,1.000000,0.000000e+00
3092.0,4.489000e-11,1.000000,0.000000e+00
3094.0,4.453000e-11,1.000000,0.000000e+00
3096.0,4.417000e-11,1.000000,0.000000e+00
3098.0,4.381000e-11,1.000000,0.000000e+00
3100.0,4.346000e-11,1.000000,0.000000e+00
3102.0,4.312000e-11,1.000000,0.000000e+00
3104.0,4.279000e-11,1.000000,0.000000e+00
3106.0,4.247000e-11,1.000000,0.000000e+00
3108.0,4.216000e-11,1.000000,0.000000e+00
3110.0,4.187000e-11,1.000000,0.000000e+00
3112.0,4.160000e-11,1.000000,0.000000e+00
3114.0,4.136000e-11,1.000000,0.000000e+00
3116.0,4.114000e-11,1.000000,0.000000e+00
3118.0,4.097000e-11,1.000000,0.000000e+00
3120.0,4.084000e-11,1.000000,0.000000e+00
3122.0,4.075000e-11,1.000000,0.000000e+00
3124.0,4.073000e-11,1.000000,0.000000e+00
3126.0,4.077000e-11,1.000000,0.000000e+00
3128.0,4.089000e-11,1.000000,0.000000e+00
3130.0,4.110000e-11,1.000000,0.000000e+00
3132.0,4.142000e-11,1.000000,0.000000e+00
3134.0,4.185000e-11,1.000000,0.000000e+00
3136.0,4.238000e-11,1.000000,0.000000e+00
3138.0,4.301000e-11,1.000000,0.000000e+00
3140.0,4.372000e-11,1.000000,0.000000e+00
3142.0,4.448000e-11,1.000000,0.000000e+00
3144.0,4.527000e-11,1.000000,0.000000e+00
3146.0,4.604000e-11,1.000000,0.000000e+00
3148.0,4.677000e-11,1.000000,0.000000e+00
3150.0,4.742000e-11,1.000000,0.000000e+00
3152.0,4.798000e-11,1.000000,0.000000e+00
3154.0,4.844000e-11,1.000000,0.000000e+00
3156.0,4.879000e-11,1.000000,0.000000e+00
3158.0,4.905000e-11,1.000000,0.000000e+00
3160.0,4.924000e-11,1.000000,0.000000e+00
3162.0,4.936000e-11,1.000000,0.000000e+00
3164.0,4.940000e-11,1.000000,0.000000e+00
3166.0,4.939000e-11,1.000000,0.000000e+00
3168.0,4.937000e-11,1.000000,0.000000e+00
3170.0,4.935000e-11,1.000000,0.000000e+00
3172.0,4.938000e-11,1.000000,0.000000e+00
3174.0,4.946000e-11,1.000000,0.000000e+00
3176.0,4.963000e-11,1.000000,0.000000e+00
3178.0,4.987000e-11,1.000000,0.000000e+00
3180.0,5.018000e-11,1.000000,0.000000e+00
3182.0,5.057000e-11,1.000000,0.000000e+00
3184.0,5.100000e-11,1.000000,0.000000e+00
3186.0,5.147000e-11,1.000000,0.000000e+00
3188.0,5.195000e-11,1.000000,0.000000e+00
3190.0,5.242000e-11,1.000000,0.000000e+00
3192.0,5.285000e-11,1.000000,0.000000e+00
3194.0,5.321000e-11,1.000000,0.000000e+00
3196.0,5.346000e-11,1.000000,0.000000e+00
3198.0,5.358000e-11,1.000000,0.000000e+00
3200.0,5.352000e-11,1.000000,0.000000e+00
3202.0,5.327000e-11,1.000000,0.000000e+00
3204.0,5.283000e-11,1.000000,0.000000e+00
3206.0,5.217000e-11,1.000000,0.000000e+00
3208.0,5.133000e-11,1.000000,0.000000e+00
3210.0,5.034000e-11,1.000000,0.000000e+00
3212.0,4.918000e-11,1.000000,0.000000e+00
3214.0,4.786000e-11,1.000000,0.000000e+00
3216.0,4.643000e-11,1.000000,0.000000e+00
3218.0,4.492000e-11,1.000000,0.000000e+00
3220.0,4.338000e-11,1.000000,0.000000e+00
3222.0,4.186000e-11,1.000000,0.000000e+00
3224.0,4.042000e-11,1.000000,0.000000e+00
3226.0,3.908000e-11,1.000000,0.000000e+00
3228.0,3.789000e-11,1.000000,0.000000e+00
3230.0,3.685000e-11,1.000000,0.000000e+00
3232.0,3.598000e-11,1.000000,0.000000e+00
3234.0,3.527000e-11,1.000000,0.000000e+00
3236.0,3.472000e-11,1.000000,0.000000e+00
3238.0,3.430000e-11,1.000000,0.000000e+00
3240.0,3.402000e-11,1.000000,0.000000e+00
3242.0,3.385000e-11,1.000000,0.000000e+00
3244.0,3.379000e-11,1.000000,0.000000e+00
3246.0,3.382000e-11,1.000000,0.000000e+00
3248.0,3.395000e-11,1.000000,0.000000e+00
3250.0,3.420000e-11,1.000000,0.000000e+00
3252.0,3.466000e-11,1.000000,0.000000e+00
3254.0,3.519000e-11,1.000000,0.000000e+00
3256.0,3.579000e-11,1.000000,0.000000e+00
3258.0,3.645000e-11,1.000000,0.000000e+00
3260.0,3.718000e-11,1.000000,0.000000e+00
3262.0,3.798000e-11,1.000000,0.000000e+00
3264.0,3.886000e-11,1.000000,0.000000e+00
3266.0,3.982000e-11,1.000000,0.000000e+00
3268.0,4.088000e-11,1.000000,0.000000e+00
3270.0,4.204000e-11,1.000000,0.000000e+00
3272.0,4.331000e-11,1.000000,0.000000e+00
3274.0,4.471000e-11,1.000000,0.000000e+00
3276.0,4.626000e-11,1.000000,0.000000e+00
3278.0,4.800000e-11,1.000000,0.000000e+00
3280.0,4.996000e-11,1.000000,0.000000e+00
3282.0,5.219000e-11,1.000000,0.000000e+00
3284.0,5.475000e-11,1.000000,0.000000e+00
3286.0,5.769000e-11,1.000000,0.000000e+00
3288.0,6.108000e-11,1.000000,0.000000e+00
3290.0,6.494000e-11,1.000000,0.000000e+00
3292.0,6.930000e-11,1.000000,0.000000e+00
3294.0,7.414000e-11,1.000000,0.000000e+00
3296.0,7.941000e-11,1.000000,0.000000e+00
3298.0,8.501000e-11,1.000000,0.000000e+00
3300.0,9.086000e-11,1.000000,0.000000e+00
3302.0,9.693000e-11,1.000000,0.000000e+00
3304.0,1.029000e-10,1.000000,0.000000e+00
3306.0,1.087000e-10,1.000000,0.000000e+00
3308.0,1.142000e-10,1.000000,0.000000e+00
3310.0,1.193000e-10,1.000000,0.000000e+00
3312.0,1.240000e-10,1.000000,0.000000e+00
3314.0,1.282000e-10,1.000000,0.000000e+00
3316.0,1.342000e-10,1.000000,0.000000e+00
3318.0,1.412000e-10,1.000000,0.000000e+00
3320.0,1.485000e-10,1.000000,0.000000e+00
3322.0,1.559000e-10,1.000000,0.000000e+00
3324.0,1.639000e-10,1.000000,0.000000e+00
3326.0,1.725000e-10,1.000000,0.000000e+00
3328.0,1.821000e-10,1.000000,0.000000e+00
3330.0,1.928000e-10,1.000000,0.000000e+00
3332.0,2.047000e-10,1.000000,0.000000e+00
3334.0,2.175000e-10,1.000000,0.000000e+00
3336.0,2.312000e-10,1.000000,0.000000e+00
3338.0,2.454000e-10,1.000000,0.000000e+00
3340.0,2.596000e-10,1.000000,0.000000e+00
3342.0,2.735000e-10,1.000000,0.000000e+00
3344.0,2.867000e-10,1.000000,0.000000e+00
3346.0,2.988000e-10,1.000000,0.000000e+00
3348.0,3.094000e-10,1.000000,0.000000e+00
3350.0,3.182000e-10,1.000000,0.000000e+00
3352.0,3.248000e-10,1.000000,0.000000e+00
3354.0,3.291000e-10,1.000000,0.000000e+00
3356.0,3.308000e-10,1.000000,0.000000e+00
3358.0,3.298000e-10,1.000000,0.000000e+00
3360.0,3.260000e-10,1.000000,0.000000e+00
3362.0,3.195000e-10,1.000000,0.000000e+00
3364.0,3.101000e-10,1.000000,0.000000e+00
3366.0,3.000000e-10,1.000000,0.000000e+00
3368.0,2.891000e-10,1.000000,0.000000e+00
3370.0,2.769000e-10,1.000000,0.000000e+00
3372.0,2.635000e-10,1.000000,0.000000e+00
3374.0,2.493000e-10,1.000000,0.000000e+00
3376.0,2.347000e-10,1.000000,0.000000e+00
3378.0,2.204000e-10,1.000000,0.000000e+00
3380.0,2.068000e-10,1.000000,0.000000e+00
3382.0,1.944000e-10,1.000000,0.000000e+00
3384.0,1.836000e-10,1.000000,0.000000e+00
3386.0,1.746000e-10,1.000000,0.000000e+00
3388.0,1.675000e-10,1.000000,0.000000e+00
3390.0,1.622000e-10,1.000000,0.000000e+00
3392.0,1.586000e-10,1.000000,0.000000e+00
3394.0,1.565000e-10,1.000000,0.000000e+00
3396.0,1.559000e-10,1.000000,0.000000e+00
3398.0,1.564000e-10,1.000000,0.000000e+00
3400.0,1.579000e-10,1.000000,0.000000e+00
3402.0,1.604000e-10,1.000000,0.000000e+00
3404.0,1.636000e-10,1.000000,0.000000e+00
3406.0,1.675000e-10,1.000000,0.000000e+00
3408.0,1.721000e-10,1.000000,0.000000e+00
3410.0,1.774000e-10,1.000000,0.000000e+00
3412.0,1.833000e-10,1.000000,0.000000e+00
3414.0,1.899000e-10,1.000000,0.000000e+00
3416.0,1.973000e-10,1.000000,0.000000e+00
3418.0,2.055000e-10,1.000000,0.000000e+00
3420.0,2.146000e-10,1.000000,0.000000e+00
3422.0,2.247000e-10,1.000000,0.000000e+00
3424.0,2.360000e-10,1.000000,0.000000e+00
3426.0,2.486000e-10,1.000000,0.000000e+00
3428.0,2.626000e-10,1.000000,0.000000e+00
3430.0,2.784000e-10,1.000000,0.000000e+00
3432.0,2.960000e-10,1.000000,0.000000e+00
3434.0,3.158000e-10,1.000000,0.000000e+00
3436.0,3.380000e-10,1.000000,0.000000e+00
3438.0,3.630000e-10,1.000000,0.000000e+00
3440.0,3.913000e-10,1.000000,0.000000e+00
3442.0,4.234000e-10,1.000000,0.000000e+00
3444.0,4.599000e-10,1.000000,0.000000e+00
3446.0,5.020000e-10,1.000000,0.000000e+00
3448.0,5.507000e-10,1.000000,0.000000e+00
3450.0,6.075000e-10,1.000000,0.000000e+00
3452.0,6.737000e-10,1.000000,0.000000e+00
3454.0,7.509000e-10,1.000000,0.000000e+00
3456.0,8.409000e-10,1.000000,0.000000e+00
3458.0,9.452000e-10,1.000000,0.000000e+00
3460.0,1.066000e-09,1.000000,0.000000e+00
3462.0,1.203000e-09,1.000000,0.000000e+00
3464.0,1.360000e-09,1.000000,0.000000e+00
3466.0,1.535000e-09,1.000000,0.000000e+00
3468.0,1.730000e-09,1.000000,0.000000e+00
3470.0,1.945000e-09,1.000000,0.000000e+00
3472.0,2.179000e-09,1.000000,0.000000e+00
3474.0,2.436000e-09,1.000000,0.000000e+00
3476.0,2.721000e-09,1.000000,0.000000e+00
3478.0,3.044000e-09,1.000000,0.000000e+00
3480.0,3.417000e-09,1.000000,0.000000e+00
3482.0,3.853000e-09,1.000000,0.000000e+00
3484.0,4.362000e-09,1.000000,0.000000e+00
3486.0,4.955000e-09,1.000000,0.000000e+00
3488.0,5.639000e-09,1.000000,0.000000e+00
3490.0,6.417000e-09,1.000000,0.000000e+00
3492.0,7.287000e-09,1.000000,0.000000e+00
3494.0,8.241000e-09,1.000000,0.000000e+00
3496.0,9.269000e-09,1.000000,0.000000e+00
3498.0,1.035000e-08,1.000000,0.000000e+00
3500.0,1.145000e-08,1.000000,0.000000e+00
3502.0,1.256000e-08,1.000000,0.000000e+00
3504.0,1.365000e-08,1.000000,0.000000e+00
3506.0,1.475000e-08,1.000000,0.000000e+00
3508.0,1.589000e-08,1.000000,0.000000e+00
3510.0,1.710000e-08,1.000000,0.000000e+00
3512.0,1.842000e-08,1.000000,0.000000e+00
3514.0,1.988000e-08,1.000000,0.000000e+00
3516.0,2.149000e-08,1.000000,0.000000e+00
3518.0,2.326000e-08,1.000000,0.000000e+00
3520.0,2.520000e-08,1.000000,0.000000e+00
3522.0,2.731000e-08,1.000000,0.000000e+00
3524.0,2.962000e-08,1.000000,0.000000e+00
3526.0,3.215000e-08,1.000000,0.000000e+00
3528.0,3.498000e-08,1.000000,0.000000e+00
3530.0,3.823000e-08,1.000000,0.000000e+00
3532.0,4.199000e-08,1.000000,0.000000e+00
3534.0,4.646000e-08,1.000000,0.000000e+00
3536.0,5.180000e-08,1.000000,0.000000e+00
3538.0,5.819000e-08,1.000000,0.000000e+00
3540.0,6.582000e-08,1.000000,0.000000e+00
3542.0,7.484000e-08,1.000000,0.000000e+00
3544.0,8.539000e-08,1.000000,0.000000e+00
3546.0,9.756000e-08,1.000000,0.000000e+00
3548.0,1.114000e-07,1.000000,0.000000e+00
3550.0,1.270000e-07,1.000000,0.000000e+00
3552.0,1.443000e-07,1.000000,0.000000e+00
3554.0,1.635000e-07,1.000000,0.000000e+00
3556.0,1.848000e-07,1.000000,0.000000e+00
3558.0,2.090000e-07,1.000000,0.000000e+00
3560.0,2.371000e-07,1.000000,0.000000e+00
3562.0,2.706000e-07,1.000000,0.000000e+00
3564.0,3.111000e-07,1.000000,0.000000e+00
3566.0,3.601000e-07,1.000000,0.000000e+00
3568.0,4.190000e-07,1.000000,0.000000e+00
3570.0,4.892000e-07,1.000000,0.000000e+00
3572.0,5.717000e-07,1.000000,0.000000e+00
3574.0,6.668000e-07,1.000000,0.000000e+00
3576.0,7.748000e-07,1.000000,0.000000e+00
3578.0,8.947000e-07,1.000000,0.000000e+00
3580.0,1.025000e-06,1.000000,0.000000e+00
3582.0,1.162000e-06,1.000000,0.000000e+00
3584.0,1.301000e-06,1.000000,0.000000e+00
3586.0,1.439000e-06,1.000000,0.000000e+00
3588.0,1.570000e-06,1.000000,0.000000e+00
3590.0,1.692000e-06,1.000000,0.000000e+00
3592.0,1.808000e-06,1.000000,0.000000e+00
3594.0,1.920000e-06,1.000000,0.000000e+00
3596.0,2.034000e-06,1.000000,0.000000e+00
3598.0,2.150000e-06,1.000000,0.000000e+00
3600.0,2.269000e-06,1.000000,0.000000e+00
3602.0,2.386000e-06,1.000000,0.000000e+00
3604.0,2.499000e-06,1.000000,0.000000e+00
3606.0,2.600000e-06,1.000000,0.000000e+00
3608.0,2.684000e-06,1.000000,0.000000e+00
3610.0,2.746000e-06,1.000000,0.000000e+00
3612.0,2.781000e-06,1.000000,0.000000e+00
3614.0,2.788000e-06,1.000000,0.000000e+00
3616.0,2.768000e-06,1.000000,0.000000e+00
3618.0,2.720000e-06,1.000000,0.000000e+00
3620.0,2.648000e-06,1.000000,0.000000e+00
3622.0,2.556000e-06,1.000000,0.000000e+00
3624.0,2.448000e-06,1.000000,0.000000e+00
3626.0,2.328000e-06,1.000000,0.000000e+00
3628.0,2.198000e-06,1.000000,0.000000e+00
3630.0,2.063000e-06,1.000000,0.000000e+00
3632.0,1.923000e-06,1.000000,0.000000e+00
3634.0,1.779000e-06,1.000000,0.000000e+00
3636.0,1.628000e-06,1.000000,0.000000e+00
3638.0,1.469000e-06,1.000000,0.000000e+00
3640.0,1.300000e-06,1.000000,0.000000e+00
3642.0,1.126000e-06,1.000000,0.000000e+00
3644.0,9.526000e-07,1.000000,0.000000e+00
3646.0,7.885000e-07,1.000000,0.000000e+00
